,how_many,0.0,0.001,5.0,15.001
1108750,3,1,0,0,0
1110585,3,0,1,0,0
1110610,3,0,0,0,1
1114154,1,0,1,0,0
1114619,1,0,1,0,0
1117224,12,0,0,0,1
1117247,3,1,0,0,0
1118903,1,0,1,0,0
1119862,2,0,0,0,1
1119868,6,0,0,0,1
1119874,6,0,0,0,1
1119878,10,0,0,1,0
1119879,8,0,0,1,0
1119884,20,0,1,0,0
1119890,6,0,1,0,0
1122853,1,1,0,0,0
1125981,1,1,0,0,0
1128901,14,0,0,0,1
1128910,23,0,0,1,0
1130779,1,0,0,1,0
1130806,1,0,0,0,1
1130836,1,0,0,0,1
1130861,1,0,0,0,1
1130870,2,0,0,1,0
1130900,3,1,0,0,0
1131913,2,0,0,0,1
1131917,5,0,0,0,1
1131920,22,0,0,0,1
1131928,20,0,0,0,1
1131934,25,0,0,0,1
1131943,25,0,0,0,1
1131946,40,0,0,0,1
1131955,34,0,0,0,1
1131965,40,0,0,0,1
1131974,30,0,0,0,1
1131982,15,0,1,0,0
1131992,25,0,1,0,0
1137798,12,0,1,0,0
1137842,5,0,0,1,0
1137858,30,0,0,1,0
1137882,30,1,0,0,0
1138375,2,0,1,0,0
1138381,2,0,0,1,0
1138909,1,0,0,0,1
1138934,17,0,0,0,1
1138952,2,0,0,1,0
1138966,23,1,0,0,0
1138984,6,1,0,0,0
1139005,1,0,1,0,0
1152492,4,0,0,1,0
1152511,4,0,0,1,0
1152515,4,0,0,1,0
1152553,25,0,0,0,1
1152571,22,0,0,0,1
1152581,20,0,0,1,0
1152589,20,0,0,1,0
1152599,1,0,0,1,0
1152612,1,0,0,1,0
1152622,1,0,0,1,0
1152673,4,0,0,0,1
1153587,3,0,0,1,0
1153595,37,0,0,1,0
1153603,7,0,0,1,0
1153611,24,0,0,0,1
1153625,2,0,0,1,0
1157278,1,0,0,0,1
1157298,1,0,0,0,1
1157326,4,0,0,1,0
1157343,2,0,1,0,0
1157368,2,1,0,0,0
1157907,2,0,1,0,0
1161878,1,0,0,1,0
1161896,2,0,1,0,0
1161905,1,0,0,1,0
1161917,2,0,0,1,0
1162505,1,0,0,1,0
1163321,1,1,0,0,0
1166430,7,0,0,0,1
1166486,8,0,0,1,0
1166493,12,0,0,0,0
1166524,5,1,0,0,0
1166550,3,1,0,0,0
1166577,1,1,0,0,0
1166607,1,1,0,0,0
1166674,3,0,0,0,1
1166698,3,0,0,0,1
1166709,20,0,0,0,1
1166714,20,0,0,0,1
1166725,30,0,0,0,1
1166741,20,0,0,0,1
1166749,50,0,0,0,1
1166758,50,0,0,0,1
1166770,150,0,0,0,1
1166773,15,0,0,0,1
1167812,2,0,0,1,0
1167830,6,0,0,1,0
1167839,3,0,0,0,1
1167859,4,0,0,0,1
1167873,2,0,0,1,0
1167884,7,0,1,0,0
1167907,1,1,0,0,0
1167924,3,1,0,0,0
1167931,3,1,0,0,0
1167979,1,0,0,0,0
1170584,3,0,0,0,1
1171361,3,0,0,1,0
1172521,7,0,0,0,1
1172798,4,1,0,0,0
1177705,8,1,0,0,0
1177956,5,0,0,0,0
1178052,9,0,0,1,0
1178063,14,0,0,1,0
1178071,24,0,0,1,0
1178078,23,0,0,0,1
1178081,25,0,0,0,1
1178090,11,0,0,0,1
1178105,12,0,0,0,1
1178110,15,0,0,0,1
1178120,18,0,0,1,0
1178127,15,0,1,0,0
1179548,2,0,0,1,0
1179566,10,0,0,0,1
1179584,12,0,0,0,1
1179593,6,0,1,0,0
1181955,1,1,0,0,0
1183760,1,0,0,1,0
1186488,1,0,0,0,1
1186492,2,0,0,0,1
1186504,4,0,0,0,1
1186515,9,0,0,0,1
1186529,15,0,0,0,1
1186539,1,0,0,0,1
1186548,11,0,0,0,1
1186557,9,0,0,0,1
1186566,45,0,0,1,0
1186584,2,0,1,0,0
1186589,2,1,0,0,0
1191033,1,1,0,0,0
1191040,7,0,0,1,0
1191066,15,0,0,1,0
1191080,18,0,0,0,1
1191092,18,0,0,0,1
1191117,20,0,0,0,1
1191125,6,0,0,0,1
1191144,23,0,0,0,1
1191149,25,0,0,0,1
1191171,20,0,0,1,0
1191177,12,1,0,0,0
1191186,10,1,0,0,0
1191205,5,1,0,0,0
1191222,4,1,0,0,0
1191250,4,1,0,0,0
1191565,2,1,0,0,0
1197067,5,0,0,0,1
1197082,2,0,0,0,1
1197096,10,0,0,0,1
1197112,20,0,0,0,1
1197121,10,0,0,0,1
1197132,10,0,0,1,0
1197142,10,1,0,0,0
1197930,9,0,0,1,0
1197936,2,0,0,0,1
1197952,1,0,0,0,1
1197983,10,0,0,1,0
1200094,3,1,0,0,0
1200115,1,1,0,0,0
1200146,2,1,0,0,0
1200172,1,0,1,0,0
1200185,1,0,1,0,0
1204093,3,0,0,0,1
1204150,1,0,0,0,1
1208353,120,0,0,0,1
1208360,200,0,0,0,1
1208364,200,0,0,0,1
1209549,6,0,0,1,0
1209566,1,0,0,1,0
1209576,2,0,0,0,1
1209581,2,0,0,0,1
1209627,30,0,1,0,0
1209639,4,0,1,0,0
1209648,2,1,0,0,0
1209729,2,0,0,1,0
1209748,20,0,0,0,1
1212902,15,0,0,0,1
1216913,28,1,0,0,0
1216922,4,1,0,0,0
1217267,2,0,0,0,1
1217311,8,1,0,0,0
1217468,1,0,0,0,1
1217499,3,0,0,1,0
1217523,1,1,0,0,0
1219898,1,1,0,0,0
1219912,3,1,0,0,0
1219920,2,0,1,0,0
1219941,2,0,1,0,0
1219973,2,0,0,1,0
1219989,7,1,0,0,0
1219995,1,1,0,0,0
1220020,2,1,0,0,0
1220034,3,0,1,0,0
1220080,6,1,0,0,0
1222308,2,1,0,0,0
1223912,55,0,0,0,1
1223923,30,0,0,0,1
1223927,55,0,0,0,1
1223938,15,0,0,0,1
1223949,65,0,0,0,1
1223961,16,0,0,0,1
1223972,75,0,1,0,0
1224044,1,0,0,0,0
1227588,7,0,0,0,1
1227606,4,0,0,0,1
1227609,9,0,0,0,1
1227623,40,0,0,0,1
1227645,26,0,0,0,1
1227654,24,0,0,0,1
1227664,25,0,0,0,1
1227677,26,0,0,0,1
1227688,15,0,0,1,0
1227706,27,0,1,0,0
1227717,80,1,0,0,0
1227757,1,1,0,0,0
1229310,14,1,0,0,0
1229403,7,0,0,1,0
1229415,28,0,0,1,0
1229430,35,0,0,0,1
1229435,25,0,0,0,1
1229446,35,0,0,0,1
1229463,27,0,0,0,1
1229467,28,0,0,0,1
1229473,6,0,0,0,1
1229480,2,0,1,0,0
1229490,2,1,0,0,0
1229511,1,1,0,0,0
1230934,1,0,0,0,1
1230949,7,0,0,0,1
1230972,7,0,0,0,1
1230980,37,0,0,1,0
1230996,2,1,0,0,0
1233586,1,0,0,0,1
1235231,6,0,0,1,0
1235240,5,0,0,0,1
1235254,4,0,0,0,1
1235267,10,0,0,0,1
1235282,25,0,0,0,1
1235290,8,0,0,0,1
1235298,8,0,0,0,1
1235309,3,0,0,0,1
1235316,7,0,0,0,1
1235330,42,0,1,0,0
1235338,24,0,1,0,0
1235347,8,1,0,0,0
1241287,3,0,1,0,0
1244272,6,0,0,0,1
1244289,20,0,0,0,1
1244305,35,0,0,0,1
1244311,50,0,0,0,1
1244316,10,0,0,1,0
1244319,30,0,0,0,1
1244330,35,0,0,0,1
1244342,50,0,0,1,0
1244348,5,1,0,0,0
1246267,8,0,0,0,1
1246281,8,0,1,0,0
1246295,4,1,0,0,0
1248977,2,0,0,0,1
1248993,1,0,0,0,1
1249933,1,0,0,1,0
1251411,1,0,0,1,0
1251451,2,0,0,0,1
1251496,1,1,0,0,0
1251880,2,0,0,1,0
1251894,12,0,0,1,0
1251908,6,0,0,1,0
1251920,6,0,0,1,0
1251927,1,0,0,0,1
1251937,1,0,0,0,1
1251954,2,0,0,0,1
1251962,2,0,0,1,0
1251969,3,0,1,0,0
1251979,1,0,1,0,0
1252075,2,0,1,0,0
1260305,1,0,0,1,0
1260689,8,0,0,0,1
1260718,13,0,0,0,1
1260724,7,0,1,0,0
1260749,13,0,1,0,0
1260774,31,1,0,0,0
1260787,13,0,0,0,0
1260810,2,1,0,0,0
1260829,2,1,0,0,0
1266583,2,0,1,0,0
1266612,3,0,1,0,0
1266642,4,0,0,1,0
1266661,4,0,1,0,0
1266690,4,0,0,1,0
1266715,5,0,1,0,0
1266736,2,0,0,1,0
1266784,2,0,1,0,0
1266808,4,1,0,0,0
1266825,3,1,0,0,0
1266856,4,1,0,0,0
1267196,7,0,1,0,0
1267199,35,0,1,0,0
1267209,20,0,1,0,0
1267215,40,0,1,0,0
1267224,40,0,0,0,1
1267232,36,0,0,0,1
1267239,30,0,0,0,1
1267247,24,0,0,0,1
1267254,24,0,0,0,1
1267258,30,0,0,0,1
1267266,36,0,0,0,1
1267276,10,0,0,0,1
1267284,15,0,0,0,1
1267290,10,0,0,1,0
1267298,1,0,0,1,0
1267314,4,0,1,0,0
1267330,2,1,0,0,0
1267682,3,0,0,1,0
1267716,2,0,0,0,1
1267717,8,0,0,0,1
1267749,3,0,1,0,0
1267764,1,0,1,0,0
1270961,1,1,0,0,0
1272032,2,1,0,0,0
1272075,1,0,0,1,0
1272104,1,0,0,0,1
1272119,3,0,0,0,1
1272129,2,0,0,0,1
1272149,25,0,0,0,1
1272152,25,0,0,0,1
1272170,18,0,0,0,1
1272175,25,0,0,0,1
1272191,30,0,0,1,0
1272212,14,0,1,0,0
1272228,4,0,1,0,0
1272256,2,1,0,0,0
1272509,1,1,0,0,0
1272611,1,0,1,0,0
1272991,1,1,0,0,0
1273024,1,1,0,0,0
1278434,1,0,1,0,0
1278438,4,0,1,0,0
1278468,2,0,0,1,0
1278481,1,0,0,0,1
1278501,2,0,0,1,0
1278514,6,1,0,0,0
1278524,4,1,0,0,0
1278586,1,1,0,0,0
1279127,1,0,0,1,0
1280918,3,0,1,0,0
1280923,4,0,1,0,0
1280948,1,0,0,1,0
1282989,10,0,0,0,1
1282993,4,0,0,0,1
1283002,1,0,0,0,1
1283036,45,0,0,1,0
1283037,35,1,0,0,0
1292525,1,0,1,0,0
1292534,1,0,1,0,0
1292624,1,1,0,0,0
1297943,4,0,0,1,0
1297969,5,0,0,1,0
1297980,4,0,0,1,0
1297992,3,0,0,1,0
1298545,30,0,0,1,0
1298551,30,0,0,0,1
1298554,30,0,0,0,1
1298559,30,0,0,0,1
1298566,30,0,0,0,1
1298575,40,0,0,0,1
1298583,40,0,0,0,1
1298586,30,0,0,0,1
1298594,30,0,0,0,1
1298597,30,0,0,0,1
1298604,30,0,0,0,1
1298609,30,0,0,0,1
1298618,20,0,0,0,1
1298621,20,0,0,0,1
1298627,15,0,0,0,1
1298632,15,0,0,0,1
1298642,25,0,0,0,1
1298651,20,0,0,0,1
1298653,15,0,0,0,1
1298968,6,0,0,0,1
1305314,25,0,1,0,0
1305328,22,0,1,0,0
1305352,12,0,0,0,1
1305358,10,0,0,1,0
1305372,18,0,0,1,0
1305392,21,0,0,1,0
1305416,12,0,1,0,0
1305420,5,0,1,0,0
1305442,10,1,0,0,0
1305476,8,1,0,0,0
1305495,2,0,1,0,0
1306829,2,0,0,0,1
1307872,3,1,0,0,0
1308110,1,0,0,1,0
1308120,1,0,1,0,0
1308156,2,1,0,0,0
1310338,2,0,0,0,1
1310395,2,0,0,0,1
1314230,1,1,0,0,0
1314254,2,1,0,0,0
1314350,2,0,1,0,0
1314380,95,0,1,0,0
1314399,15,1,0,0,0
1316723,3,0,0,0,1
1316964,1,1,0,0,0
1317009,1,0,0,1,0
1317028,1,0,0,1,0
1317038,1,0,0,0,1
1317081,1,1,0,0,0
1317947,16,0,0,1,0
1317971,3,1,0,0,0
1317979,1,1,0,0,0
1321973,2,0,0,0,1
1324401,6,0,0,0,1
1324407,15,0,0,0,1
1324513,2,0,1,0,0
1324538,1,0,0,1,0
1325998,1,0,0,1,0
1327608,1,0,0,1,0
1327630,4,0,0,0,1
1327637,9,0,0,0,1
1327659,5,0,0,0,1
1327666,7,0,0,0,1
1327684,7,0,0,0,1
1327703,7,0,0,0,1
1327719,7,0,0,1,0
1327742,1,0,1,0,0
1327747,8,1,0,0,0
1327821,1,1,0,0,0
1328408,5,1,0,0,0
1328435,16,0,0,1,0
1328450,12,0,1,0,0
1328492,4,0,0,0,1
1328535,2,0,0,0,1
1328970,1,0,0,1,0
1333008,4,1,0,0,0
1333060,40,0,0,1,0
1333065,4,0,0,1,0
1333084,10,0,0,1,0
1333091,20,0,0,0,1
1333102,8,0,0,0,1
1333126,15,0,0,0,1
1333132,15,0,0,0,1
1333147,2,0,0,0,1
1333164,10,0,0,1,0
1333197,20,1,0,0,0
1333211,50,1,0,0,0
1333228,90,1,0,0,0
1333248,50,1,0,0,0
1333268,5,1,0,0,0
1333295,2,1,0,0,0
1333510,1,0,1,0,0
1333537,3,0,1,0,0
1333546,6,0,1,0,0
1333559,15,0,1,0,0
1333563,25,0,0,1,0
1333570,25,0,0,0,1
1333588,15,0,0,0,1
1333595,30,0,0,0,1
1333606,40,0,0,0,1
1333620,50,0,0,1,0
1333630,100,0,0,1,0
1333643,50,0,1,0,0
1333686,1,0,0,1,0
1333694,21,0,0,1,0
1333705,26,0,0,1,0
1333715,21,0,0,1,0
1333723,36,0,1,0,0
1333725,64,0,1,0,0
1333737,11,1,0,0,0
1333745,7,1,0,0,0
1333760,2,1,0,0,0
1338065,2,1,0,0,0
1338088,27,1,0,0,0
1338859,6,0,0,0,1
1338889,5,0,0,0,1
1340134,5,1,0,0,0
1340328,3,0,1,0,0
1340344,55,1,0,0,0
1340366,7,1,0,0,0
1347781,3,0,0,1,0
1349395,1,0,1,0,0
1350238,28,0,0,1,0
1350241,1,0,0,1,0
1350273,2,0,0,1,0
1350291,4,0,0,1,0
1350305,4,0,0,1,0
1350314,12,0,0,0,1
1350320,8,0,0,1,0
1350334,2,0,1,0,0
1350345,20,0,1,0,0
1350356,3,1,0,0,0
1350369,13,0,1,0,0
1350387,36,1,0,0,0
1350398,16,1,0,0,0
1350411,2,1,0,0,0
1352076,1,0,0,1,0
1354211,3,0,0,0,1
1354233,2,0,0,0,1
1354249,6,0,0,0,1
1354259,7,0,0,0,1
1354285,1,0,0,0,1
1354296,5,0,0,0,1
1354321,90,0,0,1,0
1354338,6,1,0,0,0
1355902,4,0,0,0,1
1355917,5,0,0,0,1
1355925,1,0,0,0,1
1355932,5,0,0,1,0
1355970,2,1,0,0,0
1358988,2,1,0,0,0
1359977,4,0,0,0,1
1360001,6,0,1,0,0
1360017,7,0,0,1,0
1360020,12,0,0,1,0
1360030,60,0,0,1,0
1360036,37,0,0,1,0
1360038,75,0,0,1,0
1360047,56,0,0,0,1
1360054,90,0,0,0,1
1360064,100,0,0,0,1
1360071,100,0,0,0,1
1360079,73,0,0,0,1
1360093,70,0,0,0,1
1360127,45,0,0,1,0
1360132,45,0,1,0,0
1360142,40,0,1,0,0
1360869,2,1,0,0,0
1360941,14,0,0,1,0
1360951,21,0,0,1,0
1360959,10,0,0,0,1
1360967,11,0,0,0,1
1360973,12,0,0,0,1
1360989,80,0,0,0,1
1360994,45,0,0,0,1
1361001,70,0,0,0,1
1361014,10,0,0,0,1
1361022,26,0,0,1,0
1361030,26,0,1,0,0
1361045,46,1,0,0,0
1361470,4,1,0,0,0
1361477,7,1,0,0,0
1361493,11,1,0,0,0
1361502,4,1,0,0,0
1364326,1,0,0,1,0
1366709,2,1,0,0,0
1370092,1,0,0,1,0
1371699,1,0,0,1,0
1371709,8,0,0,1,0
1371726,7,0,0,1,0
1371746,13,0,0,1,0
1371760,7,0,0,1,0
1371782,5,0,0,1,0
1371795,12,0,0,1,0
1371813,2,0,0,1,0
1371829,8,0,1,0,0
1371837,2,0,1,0,0
1371853,1,0,1,0,0
1373498,4,1,0,0,0
1373514,4,1,0,0,0
1373545,2,0,0,0,1
1373563,2,0,1,0,0
1373579,6,1,0,0,0
1377484,5,0,0,0,1
1377504,2,0,0,0,1
1377517,2,0,0,0,1
1377520,2,1,0,0,0
1378545,2,0,1,0,0
1378687,2,0,1,0,0
1378701,1,1,0,0,0
1379158,10,0,0,0,1
1379178,1,0,0,0,1
1379189,1,0,0,1,0
1380443,1,0,0,1,0
1383317,1,0,0,1,0
1383347,5,0,1,0,0
1383354,5,0,1,0,0
1383364,1,0,0,0,1
1383389,4,0,0,1,0
1383406,5,0,0,1,0
1383422,12,0,0,1,0
1383441,4,0,0,1,0
1383443,4,0,0,1,0
1383469,8,0,0,0,1
1383475,30,0,0,0,1
1383499,11,0,0,1,0
1383515,32,0,0,1,0
1383527,18,1,0,0,0
1383543,1,1,0,0,0
1383554,1,1,0,0,0
1384407,2,0,1,0,0
1384473,1,0,1,0,0
1386218,4,0,0,0,1
1386219,25,0,0,0,1
1386229,11,0,0,0,1
1386241,36,0,0,0,1
1386245,30,0,0,0,1
1386257,21,0,0,0,1
1386262,15,0,0,0,1
1386271,12,0,0,0,1
1386283,11,0,0,0,1
1386286,2,0,0,0,1
1386298,10,0,0,0,1
1386301,2,0,0,0,1
1386319,8,1,0,0,0
1386331,20,1,0,0,0
1386337,2,1,0,0,0
1386346,12,0,1,0,0
1386579,3,0,0,1,0
1386600,3,0,0,1,0
1386617,5,0,0,0,1
1386625,4,0,0,0,1
1386634,4,0,0,0,1
1386667,3,0,0,0,1
1386687,2,0,0,1,0
1386704,1,1,0,0,0
1386728,2,1,0,0,0
1387319,1,0,0,1,0
1387402,1,1,0,0,0
1387533,6,0,0,0,1
1387549,2,0,0,1,0
1389045,1,0,0,1,0
1389051,1,0,0,1,0
1389785,3,0,1,0,0
1389791,1,0,1,0,0
1389804,7,0,0,1,0
1389861,1,1,0,0,0
1391699,1,1,0,0,0
1391704,18,0,0,1,0
1395096,2,0,0,1,0
1395117,2,0,0,1,0
1395122,9,0,0,1,0
1395141,6,0,0,0,1
1395156,6,0,0,1,0
1395163,5,0,0,1,0
1395184,6,0,0,0,1
1395191,4,0,0,0,1
1395208,4,0,0,1,0
1398904,2,0,0,0,1
1398918,4,0,0,0,1
1401972,1,0,0,0,1
1401987,1,0,0,0,1
1402036,40,0,0,1,0
1402046,6,0,0,1,0
1402056,30,0,1,0,0
1402061,45,0,1,0,0
1402065,22,0,1,0,0
1402077,7,1,0,0,0
1402144,2,0,0,0,1
1402177,1,0,0,1,0
1402210,3,0,0,0,1
1403765,6,0,0,0,1
1403808,10,0,0,1,0
1403828,2,1,0,0,0
1404803,4,1,0,0,0
1404806,1,0,1,0,0
1404814,4,0,0,1,0
1407056,2,1,0,0,0
1407094,1,1,0,0,0
1407108,1,0,1,0,0
1407131,1,0,0,1,0
1407147,1,0,1,0,0
1407172,2,0,1,0,0
1407197,2,0,1,0,0
1407206,2,0,0,1,0
1407225,2,0,0,0,1
1407259,3,0,0,0,1
1407263,6,0,0,0,1
1407297,10,0,0,1,0
1407310,5,0,1,0,0
1407343,6,1,0,0,0
1407363,2,1,0,0,0
1411578,20,0,0,0,1
1411599,7,0,0,1,0
1411605,28,0,1,0,0
1411616,8,1,0,0,0
1411623,7,1,0,0,0
1411634,1,1,0,0,0
1412270,2,1,0,0,0
1412405,15,0,0,0,1
1412466,4,0,1,0,0
1412482,1,1,0,0,0
1412506,5,1,0,0,0
1415265,7,0,0,0,1
1415304,2,0,0,0,1
1415313,1,0,1,0,0
1415525,1,1,0,0,0
1415662,1,0,0,1,0
1415670,1,0,0,0,1
1415682,1,0,0,0,1
1418929,1,0,0,1,0
1419954,3,0,0,1,0
1419982,2,0,0,1,0
1419986,1,0,0,1,0
1420013,1,0,0,1,0
1421583,1,0,1,0,0
1426489,6,0,0,1,0
1430045,5,1,0,0,0
1434880,5,0,0,0,0
1434893,40,0,0,1,0
1434905,70,0,0,0,1
1434920,70,0,0,0,1
1434933,100,0,0,0,1
1434949,100,0,0,0,1
1434971,100,0,0,1,0
1434982,70,1,0,0,0
1434987,30,1,0,0,0
1434999,20,0,1,0,0
1435021,4,1,0,0,0
1436820,2,1,0,0,0
1439137,1,0,1,0,0
1439149,1,1,0,0,0
1439174,6,1,0,0,0
1439191,1,1,0,0,0
1441306,3,0,1,0,0
1441329,1,0,0,0,0
1441339,5,0,0,0,1
1441357,5,0,0,0,1
1441376,3,0,0,1,0
1441392,2,0,1,0,0
1441410,4,1,0,0,0
1441417,1,1,0,0,0
1441435,2,1,0,0,0
1441449,2,1,0,0,0
1448034,1,1,0,0,0
1449310,1,0,1,0,0
1451555,12,0,0,1,0
1451565,7,0,0,1,0
1451567,12,0,0,1,0
1451572,20,0,1,0,0
1451578,12,0,0,1,0
1451586,5,0,0,1,0
1451596,3,0,0,1,0
1451606,2,0,0,0,1
1451607,5,0,0,0,1
1451613,19,0,0,0,1
1451614,13,0,0,0,1
1451621,3,0,0,0,1
1451623,19,0,0,1,0
1451627,7,0,1,0,0
1451637,22,0,1,0,0
1451648,1,1,0,0,0
1452412,2,0,0,0,1
1452422,10,0,0,0,1
1452429,4,0,0,0,1
1452435,15,0,0,0,1
1452442,20,0,0,0,1
1452445,15,0,0,0,1
1452449,19,0,0,0,1
1452455,21,0,0,0,1
1452462,23,0,0,0,1
1452465,35,0,0,0,1
1452474,29,0,0,0,1
1452478,22,0,0,0,1
1452486,21,0,0,0,1
1452487,21,0,0,0,1
1452494,23,0,0,0,1
1452496,30,0,0,0,1
1452501,30,0,0,0,1
1452507,22,0,0,0,1
1452512,18,0,0,0,1
1452522,24,0,0,0,1
1452526,34,0,0,0,1
1452529,40,0,0,0,1
1452532,6,0,0,0,1
1452534,3,0,0,1,0
1453805,1,1,0,0,0
1454978,1,0,0,1,0
1457751,1,0,0,1,0
1457852,2,1,0,0,0
1459285,4,1,0,0,0
1459298,3,1,0,0,0
1459326,1,1,0,0,0
1460271,7,0,0,0,1
1460281,8,0,0,0,1
1460308,21,1,0,0,0
1460322,3,1,0,0,0
1460856,4,0,0,0,0
1461124,1,0,1,0,0
1461188,3,1,0,0,0
1462313,1,0,0,0,0
1463116,3,0,1,0,0
1463120,4,0,1,0,0
1463132,2,0,1,0,0
1463139,3,0,1,0,0
1463150,3,0,0,1,0
1463154,12,0,0,1,0
1463159,3,0,0,1,0
1463175,8,0,0,1,0
1463179,5,0,0,0,1
1463183,8,0,0,0,1
1463191,12,0,0,0,1
1463207,75,1,0,0,0
1463219,10,1,0,0,0
1463235,1,1,0,0,0
1463243,2,1,0,0,0
1465368,15,0,0,0,1
1465383,14,0,0,0,1
1465392,8,0,0,0,1
1465401,6,0,0,0,1
1468125,3,0,0,1,0
1468148,35,0,0,0,1
1468155,45,0,0,0,1
1468169,35,0,0,0,1
1468190,20,0,0,0,1
1468358,3,1,0,0,0
1468370,1,0,1,0,0
1468399,1,1,0,0,0
1468431,1,0,0,1,0
1468449,3,0,0,0,1
1468464,4,0,0,0,1
1468478,6,0,0,0,1
1468488,4,0,0,0,1
1468494,6,0,0,0,1
1468509,6,0,0,0,1
1468537,2,0,0,0,1
1468542,4,0,0,1,0
1468552,6,1,0,0,0
1468575,34,1,0,0,0
1468589,1,1,0,0,0
1470729,1,0,0,0,1
1470791,1,0,0,0,1
1470825,1,0,0,0,1
1471120,15,0,0,0,1
1471133,10,0,0,0,1
1471148,30,0,0,0,1
1471170,3,0,0,0,1
1471218,3,0,1,0,0
1471238,6,1,0,0,0
1472022,1,0,0,1,0
1472487,2,0,0,1,0
1473566,1,0,0,0,1
1473616,2,0,0,0,1
1473622,7,0,0,1,0
1478741,6,0,0,0,1
1478747,20,0,0,1,0
1478751,18,0,0,0,1
1478760,24,0,0,0,1
1478773,17,0,0,0,1
1478782,20,0,0,0,1
1478789,12,0,0,0,1
1478798,15,0,0,0,1
1478808,20,0,0,0,1
1478812,11,0,0,0,1
1478820,8,0,0,0,1
1479541,4,0,0,0,1
1480982,8,0,0,0,0
1482028,1,0,0,1,0
1482045,2,0,0,0,1
1482068,10,0,0,1,0
1482076,40,0,0,1,0
1482087,1,0,0,1,0
1482096,2,0,1,0,0
1482103,2,1,0,0,0
1483963,1,0,1,0,0
1484042,2,0,0,0,1
1484271,2,0,1,0,0
1484318,20,0,0,1,0
1484341,1,0,0,1,0
1484357,2,0,0,1,0
1484367,1,0,0,1,0
1484378,3,0,0,0,1
1484411,80,1,0,0,0
1484416,6,1,0,0,0
1485852,1,0,0,0,1
1485870,1,0,0,0,1
1485916,1,0,0,0,1
1485973,1,1,0,0,0
1488605,3,1,0,0,0
1488611,3,1,0,0,0
1488625,2,0,0,1,0
1488632,2,0,0,1,0
1488644,2,0,0,1,0
1488653,23,0,0,0,1
1488675,34,0,0,1,0
1488678,19,0,0,1,0
1488688,65,0,0,0,1
1488703,28,0,0,0,1
1488718,46,0,0,0,1
1488729,8,0,0,0,1
1488748,15,0,1,0,0
1488764,60,0,1,0,0
1488773,75,0,1,0,0
1488785,50,1,0,0,0
1488806,25,1,0,0,0
1488811,40,1,0,0,0
1488825,13,1,0,0,0
1488849,3,1,0,0,0
1489021,2,0,1,0,0
1489618,2,0,0,1,0
1490353,6,0,0,1,0
1490377,10,0,0,0,1
1490385,25,0,0,0,1
1490390,6,0,0,0,1
1490394,25,0,0,0,1
1490404,25,0,0,0,1
1490505,12,0,0,1,0
1490515,4,1,0,0,0
1494399,1,0,0,1,0
1497727,3,0,0,1,0
1501317,11,0,1,0,0
1501553,1,0,0,1,0
1504363,1,0,0,1,0
1504384,1,0,0,1,0
1504482,1,1,0,0,0
1505158,1,0,1,0,0
1505187,6,1,0,0,0
1505192,3,1,0,0,0
1505202,3,1,0,0,0
1505216,2,1,0,0,0
1510848,1,0,0,0,1
1513075,1,0,1,0,0
1513119,1,0,0,0,1
1513128,17,0,0,0,1
1513136,12,0,0,0,1
1513144,13,0,0,0,1
1513155,19,0,0,1,0
1513160,11,0,1,0,0
1513172,1,1,0,0,0
1513342,1,1,0,0,0
1513965,6,1,0,0,0
1515029,1,0,0,1,0
1515117,10,1,0,0,0
1515467,8,0,0,0,1
1515507,3,1,0,0,0
1516593,2,0,0,0,0
1521147,1,0,0,0,1
1521157,10,0,0,0,1
1521178,25,0,0,0,1
1521186,30,0,0,0,1
1521190,30,0,0,0,1
1521211,35,0,0,0,1
1521221,30,0,0,0,1
1521224,30,0,0,0,1
1521235,20,0,0,0,1
1521241,23,0,0,0,1
1521249,24,0,0,0,1
1521258,27,0,0,0,1
1523612,6,0,0,1,0
1523635,1,0,0,1,0
1524728,1,0,0,0,1
1535837,1,0,0,0,1
1536689,2,0,0,0,1
1536711,2,0,0,0,1
1536736,12,0,0,0,1
1536749,12,0,0,0,1
1536770,33,0,1,0,0
1536786,8,0,1,0,0
1536805,6,0,1,0,0
1536822,6,0,1,0,0
1536860,6,0,1,0,0
1540205,5,0,1,0,0
1540220,5,0,0,1,0
1540233,9,0,1,0,0
1540259,10,0,1,0,0
1541599,10,0,0,1,0
1541609,20,0,0,1,0
1541612,23,0,0,1,0
1541625,27,0,0,1,0
1541640,36,0,0,1,0
1541656,6,0,1,0,0
1541681,4,1,0,0,0
1541701,1,1,0,0,0
1541713,1,1,0,0,0
1541947,1,0,0,0,1
1541957,1,0,0,0,1
1541969,1,0,0,0,1
1541979,2,0,0,0,1
1541992,1,0,0,0,1
1542009,4,0,0,1,0
1542049,1,0,1,0,0
1542066,2,1,0,0,0
1542076,3,1,0,0,0
1542084,1,1,0,0,0
1542119,1,1,0,0,0
1542231,1,0,0,0,1
1542237,2,0,0,0,1
1542250,1,0,0,0,1
1542265,1,0,0,0,1
1542275,2,0,0,1,0
1542284,1,0,1,0,0
1543464,1,1,0,0,0
1545014,12,0,0,0,1
1545032,100,0,0,0,1
1545051,50,0,0,0,1
1545055,50,0,0,0,1
1545063,50,0,0,0,1
1545077,40,0,0,1,0
1545085,120,0,1,0,0
1545121,7,1,0,0,0
1545127,2,1,0,0,0
1546886,16,0,1,0,0
